nodeID,name,type,describe,,,,,,,,,,,BA_mean,BA_std
,风扇端_滚动体_深度21_载荷1_点钟6,feature,风扇端_滚动体_深度21_载荷1_点钟6,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷1_点钟12,feature,风扇端_滚动体_深度21_载荷1_点钟12,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷2_点钟3,feature,风扇端_滚动体_深度21_载荷2_点钟3,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷2_点钟6,feature,风扇端_滚动体_深度21_载荷2_点钟6,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷2_点钟12,feature,风扇端_滚动体_深度21_载荷2_点钟12,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷3_点钟3,feature,风扇端_滚动体_深度21_载荷3_点钟3,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷3_点钟6,feature,风扇端_滚动体_深度21_载荷3_点钟6,,,,,,,,,,,,
,风扇端_滚动体_深度21_载荷3_点钟12,feature,风扇端_滚动体_深度21_载荷3_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷0_点钟3,feature,风扇端_内圈_深度7_载荷0_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷0_点钟6,feature,风扇端_内圈_深度7_载荷0_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷0_点钟12,feature,风扇端_内圈_深度7_载荷0_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷1_点钟3,feature,风扇端_内圈_深度7_载荷1_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷1_点钟6,feature,风扇端_内圈_深度7_载荷1_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷1_点钟12,feature,风扇端_内圈_深度7_载荷1_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷2_点钟3,feature,风扇端_内圈_深度7_载荷2_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷2_点钟6,feature,风扇端_内圈_深度7_载荷2_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷2_点钟12,feature,风扇端_内圈_深度7_载荷2_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷3_点钟3,feature,风扇端_内圈_深度7_载荷3_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷3_点钟6,feature,风扇端_内圈_深度7_载荷3_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度7_载荷3_点钟12,feature,风扇端_内圈_深度7_载荷3_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷0_点钟3,feature,风扇端_内圈_深度14_载荷0_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷0_点钟6,feature,风扇端_内圈_深度14_载荷0_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷0_点钟12,feature,风扇端_内圈_深度14_载荷0_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷1_点钟3,feature,风扇端_内圈_深度14_载荷1_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷1_点钟6,feature,风扇端_内圈_深度14_载荷1_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷1_点钟12,feature,风扇端_内圈_深度14_载荷1_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷2_点钟3,feature,风扇端_内圈_深度14_载荷2_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷2_点钟6,feature,风扇端_内圈_深度14_载荷2_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷2_点钟12,feature,风扇端_内圈_深度14_载荷2_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷3_点钟3,feature,风扇端_内圈_深度14_载荷3_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷3_点钟6,feature,风扇端_内圈_深度14_载荷3_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度14_载荷3_点钟12,feature,风扇端_内圈_深度14_载荷3_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷0_点钟3,feature,风扇端_内圈_深度21_载荷0_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷0_点钟6,feature,风扇端_内圈_深度21_载荷0_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷0_点钟12,feature,风扇端_内圈_深度21_载荷0_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷1_点钟3,feature,风扇端_内圈_深度21_载荷1_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷1_点钟6,feature,风扇端_内圈_深度21_载荷1_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷1_点钟12,feature,风扇端_内圈_深度21_载荷1_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷2_点钟3,feature,风扇端_内圈_深度21_载荷2_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷2_点钟6,feature,风扇端_内圈_深度21_载荷2_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷2_点钟12,feature,风扇端_内圈_深度21_载荷2_点钟12,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷3_点钟3,feature,风扇端_内圈_深度21_载荷3_点钟3,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷3_点钟6,feature,风扇端_内圈_深度21_载荷3_点钟6,,,,,,,,,,,,
,风扇端_内圈_深度21_载荷3_点钟12,feature,风扇端_内圈_深度21_载荷3_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷0_点钟3,feature,风扇端_外圈_深度7_载荷0_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷0_点钟6,feature,风扇端_外圈_深度7_载荷0_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷0_点钟12,feature,风扇端_外圈_深度7_载荷0_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷1_点钟3,feature,风扇端_外圈_深度7_载荷1_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷1_点钟6,feature,风扇端_外圈_深度7_载荷1_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷1_点钟12,feature,风扇端_外圈_深度7_载荷1_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷2_点钟3,feature,风扇端_外圈_深度7_载荷2_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷2_点钟6,feature,风扇端_外圈_深度7_载荷2_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷2_点钟12,feature,风扇端_外圈_深度7_载荷2_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷3_点钟3,feature,风扇端_外圈_深度7_载荷3_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷3_点钟6,feature,风扇端_外圈_深度7_载荷3_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度7_载荷3_点钟12,feature,风扇端_外圈_深度7_载荷3_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷0_点钟3,feature,风扇端_外圈_深度14_载荷0_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷0_点钟6,feature,风扇端_外圈_深度14_载荷0_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷0_点钟12,feature,风扇端_外圈_深度14_载荷0_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷1_点钟3,feature,风扇端_外圈_深度14_载荷1_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷1_点钟6,feature,风扇端_外圈_深度14_载荷1_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷1_点钟12,feature,风扇端_外圈_深度14_载荷1_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷2_点钟3,feature,风扇端_外圈_深度14_载荷2_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷2_点钟6,feature,风扇端_外圈_深度14_载荷2_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷2_点钟12,feature,风扇端_外圈_深度14_载荷2_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷3_点钟3,feature,风扇端_外圈_深度14_载荷3_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷3_点钟6,feature,风扇端_外圈_深度14_载荷3_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度14_载荷3_点钟12,feature,风扇端_外圈_深度14_载荷3_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷0_点钟3,feature,风扇端_外圈_深度21_载荷0_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷0_点钟6,feature,风扇端_外圈_深度21_载荷0_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷0_点钟12,feature,风扇端_外圈_深度21_载荷0_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷1_点钟3,feature,风扇端_外圈_深度21_载荷1_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷1_点钟6,feature,风扇端_外圈_深度21_载荷1_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷1_点钟12,feature,风扇端_外圈_深度21_载荷1_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷2_点钟3,feature,风扇端_外圈_深度21_载荷2_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷2_点钟6,feature,风扇端_外圈_深度21_载荷2_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷2_点钟12,feature,风扇端_外圈_深度21_载荷2_点钟12,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷3_点钟3,feature,风扇端_外圈_深度21_载荷3_点钟3,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷3_点钟6,feature,风扇端_外圈_深度21_载荷3_点钟6,,,,,,,,,,,,
,风扇端_外圈_深度21_载荷3_点钟12,feature,风扇端_外圈_深度21_载荷3_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷0_点钟3,feature,驱动端_滚动体_深度7_载荷0_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷0_点钟6,feature,驱动端_滚动体_深度7_载荷0_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷0_点钟12,feature,驱动端_滚动体_深度7_载荷0_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷1_点钟3,feature,驱动端_滚动体_深度7_载荷1_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷1_点钟6,feature,驱动端_滚动体_深度7_载荷1_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷1_点钟12,feature,驱动端_滚动体_深度7_载荷1_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷2_点钟3,feature,驱动端_滚动体_深度7_载荷2_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷2_点钟6,feature,驱动端_滚动体_深度7_载荷2_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷2_点钟12,feature,驱动端_滚动体_深度7_载荷2_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷3_点钟3,feature,驱动端_滚动体_深度7_载荷3_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷3_点钟6,feature,驱动端_滚动体_深度7_载荷3_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度7_载荷3_点钟12,feature,驱动端_滚动体_深度7_载荷3_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷0_点钟3,feature,驱动端_滚动体_深度14_载荷0_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷0_点钟6,feature,驱动端_滚动体_深度14_载荷0_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷0_点钟12,feature,驱动端_滚动体_深度14_载荷0_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷1_点钟3,feature,驱动端_滚动体_深度14_载荷1_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷1_点钟6,feature,驱动端_滚动体_深度14_载荷1_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷1_点钟12,feature,驱动端_滚动体_深度14_载荷1_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷2_点钟3,feature,驱动端_滚动体_深度14_载荷2_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷2_点钟6,feature,驱动端_滚动体_深度14_载荷2_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷2_点钟12,feature,驱动端_滚动体_深度14_载荷2_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷3_点钟3,feature,驱动端_滚动体_深度14_载荷3_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷3_点钟6,feature,驱动端_滚动体_深度14_载荷3_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度14_载荷3_点钟12,feature,驱动端_滚动体_深度14_载荷3_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷0_点钟3,feature,驱动端_滚动体_深度21_载荷0_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷0_点钟6,feature,驱动端_滚动体_深度21_载荷0_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷0_点钟12,feature,驱动端_滚动体_深度21_载荷0_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷1_点钟3,feature,驱动端_滚动体_深度21_载荷1_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷1_点钟6,feature,驱动端_滚动体_深度21_载荷1_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷1_点钟12,feature,驱动端_滚动体_深度21_载荷1_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷2_点钟3,feature,驱动端_滚动体_深度21_载荷2_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷2_点钟6,feature,驱动端_滚动体_深度21_载荷2_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷2_点钟12,feature,驱动端_滚动体_深度21_载荷2_点钟12,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷3_点钟3,feature,驱动端_滚动体_深度21_载荷3_点钟3,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷3_点钟6,feature,驱动端_滚动体_深度21_载荷3_点钟6,,,,,,,,,,,,
,驱动端_滚动体_深度21_载荷3_点钟12,feature,驱动端_滚动体_深度21_载荷3_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷0_点钟3,feature,驱动端_内圈_深度7_载荷0_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷0_点钟6,feature,驱动端_内圈_深度7_载荷0_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷0_点钟12,feature,驱动端_内圈_深度7_载荷0_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷1_点钟3,feature,驱动端_内圈_深度7_载荷1_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷1_点钟6,feature,驱动端_内圈_深度7_载荷1_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷1_点钟12,feature,驱动端_内圈_深度7_载荷1_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷2_点钟3,feature,驱动端_内圈_深度7_载荷2_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷2_点钟6,feature,驱动端_内圈_深度7_载荷2_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷2_点钟12,feature,驱动端_内圈_深度7_载荷2_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷3_点钟3,feature,驱动端_内圈_深度7_载荷3_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷3_点钟6,feature,驱动端_内圈_深度7_载荷3_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度7_载荷3_点钟12,feature,驱动端_内圈_深度7_载荷3_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷0_点钟12,feature,驱动端_内圈_深度14_载荷0_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷1_点钟3,feature,驱动端_内圈_深度14_载荷1_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷1_点钟12,feature,驱动端_内圈_深度14_载荷1_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷2_点钟3,feature,驱动端_内圈_深度14_载荷2_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷2_点钟12,feature,驱动端_内圈_深度14_载荷2_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷3_点钟3,feature,驱动端_内圈_深度14_载荷3_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷3_点钟6,feature,驱动端_内圈_深度14_载荷3_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度14_载荷3_点钟12,feature,驱动端_内圈_深度14_载荷3_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷0_点钟3,feature,驱动端_内圈_深度21_载荷0_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷0_点钟6,feature,驱动端_内圈_深度21_载荷0_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷0_点钟12,feature,驱动端_内圈_深度21_载荷0_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷1_点钟3,feature,驱动端_内圈_深度21_载荷1_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷1_点钟6,feature,驱动端_内圈_深度21_载荷1_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷1_点钟12,feature,驱动端_内圈_深度21_载荷1_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷2_点钟3,feature,驱动端_内圈_深度21_载荷2_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷2_点钟6,feature,驱动端_内圈_深度21_载荷2_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷2_点钟12,feature,驱动端_内圈_深度21_载荷2_点钟12,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷3_点钟3,feature,驱动端_内圈_深度21_载荷3_点钟3,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷3_点钟6,feature,驱动端_内圈_深度21_载荷3_点钟6,,,,,,,,,,,,
,驱动端_内圈_深度21_载荷3_点钟12,feature,驱动端_内圈_深度21_载荷3_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷0_点钟3,feature,驱动端_外圈_深度7_载荷0_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷0_点钟6,feature,驱动端_外圈_深度7_载荷0_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷0_点钟12,feature,驱动端_外圈_深度7_载荷0_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷1_点钟3,feature,驱动端_外圈_深度7_载荷1_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷1_点钟6,feature,驱动端_外圈_深度7_载荷1_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷1_点钟12,feature,驱动端_外圈_深度7_载荷1_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷2_点钟3,feature,驱动端_外圈_深度7_载荷2_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷2_点钟6,feature,驱动端_外圈_深度7_载荷2_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷2_点钟12,feature,驱动端_外圈_深度7_载荷2_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷3_点钟3,feature,驱动端_外圈_深度7_载荷3_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷3_点钟6,feature,驱动端_外圈_深度7_载荷3_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度7_载荷3_点钟12,feature,驱动端_外圈_深度7_载荷3_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷0_点钟3,feature,驱动端_外圈_深度14_载荷0_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷0_点钟6,feature,驱动端_外圈_深度14_载荷0_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷0_点钟12,feature,驱动端_外圈_深度14_载荷0_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷1_点钟3,feature,驱动端_外圈_深度14_载荷1_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷1_点钟6,feature,驱动端_外圈_深度14_载荷1_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷1_点钟12,feature,驱动端_外圈_深度14_载荷1_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷2_点钟3,feature,驱动端_外圈_深度14_载荷2_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷2_点钟6,feature,驱动端_外圈_深度14_载荷2_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷2_点钟12,feature,驱动端_外圈_深度14_载荷2_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷3_点钟3,feature,驱动端_外圈_深度14_载荷3_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷3_点钟6,feature,驱动端_外圈_深度14_载荷3_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度14_载荷3_点钟12,feature,驱动端_外圈_深度14_载荷3_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷0_点钟3,feature,驱动端_外圈_深度21_载荷0_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷0_点钟6,feature,驱动端_外圈_深度21_载荷0_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷0_点钟12,feature,驱动端_外圈_深度21_载荷0_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷1_点钟3,feature,驱动端_外圈_深度21_载荷1_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷1_点钟6,feature,驱动端_外圈_深度21_载荷1_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷1_点钟12,feature,驱动端_外圈_深度21_载荷1_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷2_点钟3,feature,驱动端_外圈_深度21_载荷2_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷2_点钟6,feature,驱动端_外圈_深度21_载荷2_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷2_点钟12,feature,驱动端_外圈_深度21_载荷2_点钟12,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷3_点钟3,feature,驱动端_外圈_深度21_载荷3_点钟3,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷3_点钟6,feature,驱动端_外圈_深度21_载荷3_点钟6,,,,,,,,,,,,
,驱动端_外圈_深度21_载荷3_点钟12,feature,驱动端_外圈_深度21_载荷3_点钟12,,,,,,,,,,,,
