start_entity,label,end_entity,label,relationship
FE_IR_size7,fault,FE_IR,fault,belongsto
FE_IR_size7_load0,fault,FE_IR_size7,fault,belongsto
FE_IR_size7_load0_clock3,feature,FE_IR_size7_load0,fault,belongsto
FE_IR_size7_load0_clock6,feature,FE_IR_size7_load0,fault,belongsto
FE_IR_size7_load0_clock12,feature,FE_IR_size7_load0,fault,belongsto
FE_IR_size7_load1,fault,FE_IR_size7,fault,belongsto
FE_IR_size7_load1_clock3,feature,FE_IR_size7_load1,fault,belongsto
FE_IR_size7_load1_clock6,feature,FE_IR_size7_load1,fault,belongsto
FE_IR_size7_load1_clock12,feature,FE_IR_size7_load1,fault,belongsto
FE_IR_size7_load2,fault,FE_IR_size7,fault,belongsto
FE_IR_size7_load2_clock3,feature,FE_IR_size7_load2,fault,belongsto
FE_IR_size7_load2_clock6,feature,FE_IR_size7_load2,fault,belongsto
FE_IR_size7_load2_clock12,feature,FE_IR_size7_load2,fault,belongsto
FE_IR_size7_load3,fault,FE_IR_size7,fault,belongsto
FE_IR_size7_load3_clock3,feature,FE_IR_size7_load3,fault,belongsto
FE_IR_size7_load3_clock6,feature,FE_IR_size7_load3,fault,belongsto
FE_IR_size7_load3_clock12,feature,FE_IR_size7_load3,fault,belongsto
FE_IR_size14,fault,FE_IR,fault,belongsto
FE_IR_size14_load0,fault,FE_IR_size14,fault,belongsto
FE_IR_size14_load0_clock3,feature,FE_IR_size14_load0,fault,belongsto
FE_IR_size14_load0_clock6,feature,FE_IR_size14_load0,fault,belongsto
FE_IR_size14_load0_clock12,feature,FE_IR_size14_load0,fault,belongsto
FE_IR_size14_load1,fault,FE_IR_size14,fault,belongsto
FE_IR_size14_load1_clock3,feature,FE_IR_size14_load1,fault,belongsto
FE_IR_size14_load1_clock6,feature,FE_IR_size14_load1,fault,belongsto
FE_IR_size14_load1_clock12,feature,FE_IR_size14_load1,fault,belongsto
FE_IR_size14_load2,fault,FE_IR_size14,fault,belongsto
FE_IR_size14_load2_clock3,feature,FE_IR_size14_load2,fault,belongsto
FE_IR_size14_load2_clock6,feature,FE_IR_size14_load2,fault,belongsto
FE_IR_size14_load2_clock12,feature,FE_IR_size14_load2,fault,belongsto
FE_IR_size14_load3,fault,FE_IR_size14,fault,belongsto
FE_IR_size14_load3_clock3,feature,FE_IR_size14_load3,fault,belongsto
FE_IR_size14_load3_clock6,feature,FE_IR_size14_load3,fault,belongsto
FE_IR_size14_load3_clock12,feature,FE_IR_size14_load3,fault,belongsto
FE_IR_size21,fault,FE_IR,fault,belongsto
FE_IR_size21_load0,fault,FE_IR_size21,fault,belongsto
FE_IR_size21_load0_clock3,feature,FE_IR_size21_load0,fault,belongsto
FE_IR_size21_load0_clock6,feature,FE_IR_size21_load0,fault,belongsto
FE_IR_size21_load0_clock12,feature,FE_IR_size21_load0,fault,belongsto
FE_IR_size21_load1,fault,FE_IR_size21,fault,belongsto
FE_IR_size21_load1_clock3,feature,FE_IR_size21_load1,fault,belongsto
FE_IR_size21_load1_clock6,feature,FE_IR_size21_load1,fault,belongsto
FE_IR_size21_load1_clock12,feature,FE_IR_size21_load1,fault,belongsto
FE_IR_size21_load2,fault,FE_IR_size21,fault,belongsto
FE_IR_size21_load2_clock3,feature,FE_IR_size21_load2,fault,belongsto
FE_IR_size21_load2_clock6,feature,FE_IR_size21_load2,fault,belongsto
FE_IR_size21_load2_clock12,feature,FE_IR_size21_load2,fault,belongsto
FE_IR_size21_load3,fault,FE_IR_size21,fault,belongsto
FE_IR_size21_load3_clock3,feature,FE_IR_size21_load3,fault,belongsto
FE_IR_size21_load3_clock6,feature,FE_IR_size21_load3,fault,belongsto
FE_IR_size21_load3_clock12,feature,FE_IR_size21_load3,fault,belongsto
FE_OR,fault,FE,fault,belongsto
FE_OR_size7,fault,FE_OR,fault,belongsto
FE_OR_size7_load0,fault,FE_OR_size7,fault,belongsto
FE_OR_size7_load0_clock3,feature,FE_OR_size7_load0,fault,belongsto
FE_OR_size7_load0_clock6,feature,FE_OR_size7_load0,fault,belongsto
FE_OR_size7_load0_clock12,feature,FE_OR_size7_load0,fault,belongsto
FE_OR_size7_load1,fault,FE_OR_size7,fault,belongsto
FE_OR_size7_load1_clock3,feature,FE_OR_size7_load1,fault,belongsto
FE_OR_size7_load1_clock6,feature,FE_OR_size7_load1,fault,belongsto
FE_OR_size7_load1_clock12,feature,FE_OR_size7_load1,fault,belongsto
FE_OR_size7_load2,fault,FE_OR_size7,fault,belongsto
FE_OR_size7_load2_clock3,feature,FE_OR_size7_load2,fault,belongsto
FE_OR_size7_load2_clock6,feature,FE_OR_size7_load2,fault,belongsto
FE_OR_size7_load2_clock12,feature,FE_OR_size7_load2,fault,belongsto
FE_OR_size7_load3,fault,FE_OR_size7,fault,belongsto
FE_OR_size7_load3_clock3,feature,FE_OR_size7_load3,fault,belongsto
FE_OR_size7_load3_clock6,feature,FE_OR_size7_load3,fault,belongsto
FE_OR_size7_load3_clock12,feature,FE_OR_size7_load3,fault,belongsto
FE_OR_size14,fault,FE_OR,fault,belongsto
FE_OR_size14_load0,fault,FE_OR_size14,fault,belongsto
FE_OR_size14_load0_clock3,feature,FE_OR_size14_load0,fault,belongsto
FE_OR_size14_load0_clock6,feature,FE_OR_size14_load0,fault,belongsto
FE_OR_size14_load0_clock12,feature,FE_OR_size14_load0,fault,belongsto
FE_OR_size14_load1,fault,FE_OR_size14,fault,belongsto
FE_OR_size14_load1_clock3,feature,FE_OR_size14_load1,fault,belongsto
FE_OR_size14_load1_clock6,feature,FE_OR_size14_load1,fault,belongsto
FE_OR_size14_load1_clock12,feature,FE_OR_size14_load1,fault,belongsto
FE_OR_size14_load2,fault,FE_OR_size14,fault,belongsto
FE_OR_size14_load2_clock3,feature,FE_OR_size14_load2,fault,belongsto
FE_OR_size14_load2_clock6,feature,FE_OR_size14_load2,fault,belongsto
FE_OR_size14_load2_clock12,feature,FE_OR_size14_load2,fault,belongsto
FE_OR_size14_load3,fault,FE_OR_size14,fault,belongsto
FE_OR_size14_load3_clock3,feature,FE_OR_size14_load3,fault,belongsto
FE_OR_size14_load3_clock6,feature,FE_OR_size14_load3,fault,belongsto
FE_OR_size14_load3_clock12,feature,FE_OR_size14_load3,fault,belongsto
FE_OR_size21,fault,FE_OR,fault,belongsto
FE_OR_size21_load0,fault,FE_OR_size21,fault,belongsto
FE_OR_size21_load0_clock3,feature,FE_OR_size21_load0,fault,belongsto
FE_OR_size21_load0_clock6,feature,FE_OR_size21_load0,fault,belongsto
FE_OR_size21_load0_clock12,feature,FE_OR_size21_load0,fault,belongsto
FE_OR_size21_load1,fault,FE_OR_size21,fault,belongsto
FE_OR_size21_load1_clock3,feature,FE_OR_size21_load1,fault,belongsto
FE_OR_size21_load1_clock6,feature,FE_OR_size21_load1,fault,belongsto
FE_OR_size21_load1_clock12,feature,FE_OR_size21_load1,fault,belongsto
FE_OR_size21_load2,fault,FE_OR_size21,fault,belongsto
FE_OR_size21_load2_clock3,feature,FE_OR_size21_load2,fault,belongsto
FE_OR_size21_load2_clock6,feature,FE_OR_size21_load2,fault,belongsto
FE_OR_size21_load2_clock12,feature,FE_OR_size21_load2,fault,belongsto
FE_OR_size21_load3,fault,FE_OR_size21,fault,belongsto
FE_OR_size21_load3_clock3,feature,FE_OR_size21_load3,fault,belongsto
FE_OR_size21_load3_clock6,feature,FE_OR_size21_load3,fault,belongsto
FE_OR_size21_load3_clock12,feature,FE_OR_size21_load3,fault,belongsto
DE,fault,FAULT,fault,belongsto
DE_BO,fault,DE,fault,belongsto
DE_BO_size7,fault,DE_BO,fault,belongsto
DE_BO_size7_load0,fault,DE_BO_size7,fault,belongsto
DE_BO_size7_load0_clock3,feature,DE_BO_size7_load0,fault,belongsto
DE_BO_size7_load0_clock6,feature,DE_BO_size7_load0,fault,belongsto
DE_BO_size7_load0_clock12,feature,DE_BO_size7_load0,fault,belongsto
DE_BO_size7_load1,fault,DE_BO_size7,fault,belongsto
DE_BO_size7_load1_clock3,feature,DE_BO_size7_load1,fault,belongsto
DE_BO_size7_load1_clock6,feature,DE_BO_size7_load1,fault,belongsto
DE_BO_size7_load1_clock12,feature,DE_BO_size7_load1,fault,belongsto
DE_BO_size7_load2,fault,DE_BO_size7,fault,belongsto
DE_BO_size7_load2_clock3,feature,DE_BO_size7_load2,fault,belongsto
DE_BO_size7_load2_clock6,feature,DE_BO_size7_load2,fault,belongsto
DE_BO_size7_load2_clock12,feature,DE_BO_size7_load2,fault,belongsto
DE_BO_size7_load3,fault,DE_BO_size7,fault,belongsto
DE_BO_size7_load3_clock3,feature,DE_BO_size7_load3,fault,belongsto
DE_BO_size7_load3_clock6,feature,DE_BO_size7_load3,fault,belongsto
DE_BO_size7_load3_clock12,feature,DE_BO_size7_load3,fault,belongsto
DE_BO_size14,fault,DE_BO,fault,belongsto
DE_BO_size14_load0,fault,DE_BO_size14,fault,belongsto
DE_BO_size14_load0_clock3,feature,DE_BO_size14_load0,fault,belongsto
DE_BO_size14_load0_clock6,feature,DE_BO_size14_load0,fault,belongsto
DE_BO_size14_load0_clock12,feature,DE_BO_size14_load0,fault,belongsto
DE_BO_size14_load1,fault,DE_BO_size14,fault,belongsto
DE_BO_size14_load1_clock3,feature,DE_BO_size14_load1,fault,belongsto
DE_BO_size14_load1_clock6,feature,DE_BO_size14_load1,fault,belongsto
DE_BO_size14_load1_clock12,feature,DE_BO_size14_load1,fault,belongsto
DE_BO_size14_load2,fault,DE_BO_size14,fault,belongsto
DE_BO_size14_load2_clock3,feature,DE_BO_size14_load2,fault,belongsto
DE_BO_size14_load2_clock6,feature,DE_BO_size14_load2,fault,belongsto
DE_BO_size14_load2_clock12,feature,DE_BO_size14_load2,fault,belongsto
DE_BO_size14_load3,fault,DE_BO_size14,fault,belongsto
DE_BO_size14_load3_clock3,feature,DE_BO_size14_load3,fault,belongsto
DE_BO_size14_load3_clock6,feature,DE_BO_size14_load3,fault,belongsto
DE_BO_size14_load3_clock12,feature,DE_BO_size14_load3,fault,belongsto
DE_BO_size21,fault,DE_BO,fault,belongsto
DE_BO_size21_load0,fault,DE_BO_size21,fault,belongsto
DE_BO_size21_load0_clock3,feature,DE_BO_size21_load0,fault,belongsto
DE_BO_size21_load0_clock6,feature,DE_BO_size21_load0,fault,belongsto
DE_BO_size21_load0_clock12,feature,DE_BO_size21_load0,fault,belongsto
DE_BO_size21_load1,fault,DE_BO_size21,fault,belongsto
DE_BO_size21_load1_clock3,feature,DE_BO_size21_load1,fault,belongsto
DE_BO_size21_load1_clock6,feature,DE_BO_size21_load1,fault,belongsto
DE_BO_size21_load1_clock12,feature,DE_BO_size21_load1,fault,belongsto
DE_BO_size21_load2,fault,DE_BO_size21,fault,belongsto
DE_BO_size21_load2_clock3,feature,DE_BO_size21_load2,fault,belongsto
DE_BO_size21_load2_clock6,feature,DE_BO_size21_load2,fault,belongsto
DE_BO_size21_load2_clock12,feature,DE_BO_size21_load2,fault,belongsto
DE_BO_size21_load3,fault,DE_BO_size21,fault,belongsto
DE_BO_size21_load3_clock3,feature,DE_BO_size21_load3,fault,belongsto
DE_BO_size21_load3_clock6,feature,DE_BO_size21_load3,fault,belongsto
DE_BO_size21_load3_clock12,feature,DE_BO_size21_load3,fault,belongsto
DE_IR,fault,DE,fault,belongsto
DE_IR_size7,fault,DE_IR,fault,belongsto
DE_IR_size7_load0,fault,DE_IR_size7,fault,belongsto
DE_IR_size7_load0_clock3,feature,DE_IR_size7_load0,fault,belongsto
DE_IR_size7_load0_clock6,feature,DE_IR_size7_load0,fault,belongsto
DE_IR_size7_load0_clock12,feature,DE_IR_size7_load0,fault,belongsto
DE_IR_size7_load1,fault,DE_IR_size7,fault,belongsto
DE_IR_size7_load1_clock3,feature,DE_IR_size7_load1,fault,belongsto
DE_IR_size7_load1_clock6,feature,DE_IR_size7_load1,fault,belongsto
DE_IR_size7_load1_clock12,feature,DE_IR_size7_load1,fault,belongsto
DE_IR_size7_load2,fault,DE_IR_size7,fault,belongsto
DE_IR_size7_load2_clock3,feature,DE_IR_size7_load2,fault,belongsto
DE_IR_size7_load2_clock6,feature,DE_IR_size7_load2,fault,belongsto
DE_IR_size7_load2_clock12,feature,DE_IR_size7_load2,fault,belongsto
DE_IR_size7_load3,fault,DE_IR_size7,fault,belongsto
DE_IR_size7_load3_clock3,feature,DE_IR_size7_load3,fault,belongsto
DE_IR_size7_load3_clock6,feature,DE_IR_size7_load3,fault,belongsto
DE_IR_size7_load3_clock12,feature,DE_IR_size7_load3,fault,belongsto
DE_IR_size14,fault,DE_IR,fault,belongsto
DE_IR_size14_load0,fault,DE_IR_size14,fault,belongsto
DE_IR_size14_load0_clock3,feature,DE_IR_size14_load0,fault,belongsto
DE_IR_size14_load0_clock6,feature,DE_IR_size14_load0,fault,belongsto
DE_IR_size14_load0_clock12,feature,DE_IR_size14_load0,fault,belongsto
DE_IR_size14_load1,fault,DE_IR_size14,fault,belongsto
DE_IR_size14_load1_clock3,feature,DE_IR_size14_load1,fault,belongsto
DE_IR_size14_load1_clock6,feature,DE_IR_size14_load1,fault,belongsto
DE_IR_size14_load1_clock12,feature,DE_IR_size14_load1,fault,belongsto
DE_IR_size14_load2,fault,DE_IR_size14,fault,belongsto
DE_IR_size14_load2_clock3,feature,DE_IR_size14_load2,fault,belongsto
DE_IR_size14_load2_clock6,feature,DE_IR_size14_load2,fault,belongsto
DE_IR_size14_load2_clock12,feature,DE_IR_size14_load2,fault,belongsto
DE_IR_size14_load3,fault,DE_IR_size14,fault,belongsto
DE_IR_size14_load3_clock3,feature,DE_IR_size14_load3,fault,belongsto
DE_IR_size14_load3_clock6,feature,DE_IR_size14_load3,fault,belongsto
DE_IR_size14_load3_clock12,feature,DE_IR_size14_load3,fault,belongsto
DE_IR_size21,fault,DE_IR,fault,belongsto
DE_IR_size21_load0,fault,DE_IR_size21,fault,belongsto
DE_IR_size21_load0_clock3,feature,DE_IR_size21_load0,fault,belongsto
DE_IR_size21_load0_clock6,feature,DE_IR_size21_load0,fault,belongsto
DE_IR_size21_load0_clock12,feature,DE_IR_size21_load0,fault,belongsto
DE_IR_size21_load1,fault,DE_IR_size21,fault,belongsto
DE_IR_size21_load1_clock3,feature,DE_IR_size21_load1,fault,belongsto
DE_IR_size21_load1_clock6,feature,DE_IR_size21_load1,fault,belongsto
DE_IR_size21_load1_clock12,feature,DE_IR_size21_load1,fault,belongsto
DE_IR_size21_load2,fault,DE_IR_size21,fault,belongsto
DE_IR_size21_load2_clock3,feature,DE_IR_size21_load2,fault,belongsto
DE_IR_size21_load2_clock6,feature,DE_IR_size21_load2,fault,belongsto
DE_IR_size21_load2_clock12,feature,DE_IR_size21_load2,fault,belongsto
DE_IR_size21_load3,fault,DE_IR_size21,fault,belongsto
DE_IR_size21_load3_clock3,feature,DE_IR_size21_load3,fault,belongsto
DE_IR_size21_load3_clock6,feature,DE_IR_size21_load3,fault,belongsto
DE_IR_size21_load3_clock12,feature,DE_IR_size21_load3,fault,belongsto
DE_OR,fault,DE,fault,belongsto
DE_OR_size7,fault,DE_OR,fault,belongsto
DE_OR_size7_load0,fault,DE_OR_size7,fault,belongsto
DE_OR_size7_load0_clock3,feature,DE_OR_size7_load0,fault,belongsto
DE_OR_size7_load0_clock6,feature,DE_OR_size7_load0,fault,belongsto
DE_OR_size7_load0_clock12,feature,DE_OR_size7_load0,fault,belongsto
DE_OR_size7_load1,fault,DE_OR_size7,fault,belongsto
DE_OR_size7_load1_clock3,feature,DE_OR_size7_load1,fault,belongsto
DE_OR_size7_load1_clock6,feature,DE_OR_size7_load1,fault,belongsto
DE_OR_size7_load1_clock12,feature,DE_OR_size7_load1,fault,belongsto
DE_OR_size7_load2,fault,DE_OR_size7,fault,belongsto
DE_OR_size7_load2_clock3,feature,DE_OR_size7_load2,fault,belongsto
DE_OR_size7_load2_clock6,feature,DE_OR_size7_load2,fault,belongsto
DE_OR_size7_load2_clock12,feature,DE_OR_size7_load2,fault,belongsto
DE_OR_size7_load3,fault,DE_OR_size7,fault,belongsto
DE_OR_size7_load3_clock3,feature,DE_OR_size7_load3,fault,belongsto
DE_OR_size7_load3_clock6,feature,DE_OR_size7_load3,fault,belongsto
DE_OR_size7_load3_clock12,feature,DE_OR_size7_load3,fault,belongsto
DE_OR_size14,fault,DE_OR,fault,belongsto
DE_OR_size14_load0,fault,DE_OR_size14,fault,belongsto
DE_OR_size14_load0_clock3,feature,DE_OR_size14_load0,fault,belongsto
DE_OR_size14_load0_clock6,feature,DE_OR_size14_load0,fault,belongsto
DE_OR_size14_load0_clock12,feature,DE_OR_size14_load0,fault,belongsto
DE_OR_size14_load1,fault,DE_OR_size14,fault,belongsto
DE_OR_size14_load1_clock3,feature,DE_OR_size14_load1,fault,belongsto
DE_OR_size14_load1_clock6,feature,DE_OR_size14_load1,fault,belongsto
DE_OR_size14_load1_clock12,feature,DE_OR_size14_load1,fault,belongsto
DE_OR_size14_load2,fault,DE_OR_size14,fault,belongsto
DE_OR_size14_load2_clock3,feature,DE_OR_size14_load2,fault,belongsto
DE_OR_size14_load2_clock6,feature,DE_OR_size14_load2,fault,belongsto
DE_OR_size14_load2_clock12,feature,DE_OR_size14_load2,fault,belongsto
DE_OR_size14_load3,fault,DE_OR_size14,fault,belongsto
DE_OR_size14_load3_clock3,feature,DE_OR_size14_load3,fault,belongsto
DE_OR_size14_load3_clock6,feature,DE_OR_size14_load3,fault,belongsto
DE_OR_size14_load3_clock12,feature,DE_OR_size14_load3,fault,belongsto
DE_OR_size21,fault,DE_OR,fault,belongsto
DE_OR_size21_load0,fault,DE_OR_size21,fault,belongsto
DE_OR_size21_load0_clock3,feature,DE_OR_size21_load0,fault,belongsto
DE_OR_size21_load0_clock6,feature,DE_OR_size21_load0,fault,belongsto
DE_OR_size21_load0_clock12,feature,DE_OR_size21_load0,fault,belongsto
DE_OR_size21_load1,fault,DE_OR_size21,fault,belongsto
DE_OR_size21_load1_clock3,feature,DE_OR_size21_load1,fault,belongsto
DE_OR_size21_load1_clock6,feature,DE_OR_size21_load1,fault,belongsto
DE_OR_size21_load1_clock12,feature,DE_OR_size21_load1,fault,belongsto
DE_OR_size21_load2,fault,DE_OR_size21,fault,belongsto
DE_OR_size21_load2_clock3,feature,DE_OR_size21_load2,fault,belongsto
DE_OR_size21_load2_clock6,feature,DE_OR_size21_load2,fault,belongsto
DE_OR_size21_load2_clock12,feature,DE_OR_size21_load2,fault,belongsto
DE_OR_size21_load3,fault,DE_OR_size21,fault,belongsto
DE_OR_size21_load3_clock3,feature,DE_OR_size21_load3,fault,belongsto
DE_OR_size21_load3_clock6,feature,DE_OR_size21_load3,fault,belongsto
DE_OR_size21_load3_clock12,feature,DE_OR_size21_load3,fault,belongsto
